caseid,event
case59,k
case59,l
case59,m
case59,n
case59,o
case59,q
case59,w
case60,a
case60,b
case60,d
case60,c
case60,e
case60,h
case60,i
case60,j
case60,k
case60,l
case60,m
case60,n
case60,o
case60,q
case60,w
case61,a
case61,b
case61,d
case61,c
case61,e
case61,h
case61,i
case61,j
case61,k
case61,l
case61,m
case61,n
case61,o
case61,q
case61,w
case62,a
case62,b
case62,d
case62,c
case62,e
case62,h
case62,i
case62,j
case62,k
case62,l
case62,m
case62,n
case62,o
case62,q
case62,w
case63,a
case63,b
case63,d
case63,c
case63,e
case63,h
case63,i
case63,j
case63,k
case63,l
case63,m
case63,n
case63,o
case63,q
case63,w
case64,a
case64,b
case64,d
case64,c
case64,e
case64,h
case64,i
case64,j
case64,k
case64,l
case64,m
case64,n
case64,o
case64,q
case64,w
case65,a
case65,b
case65,d
case65,c
case65,e
case65,h
case65,i
case65,j
case65,k
case65,l
case65,m
case65,n
case65,o
case65,q
case65,w
case66,a
case66,b
case66,d
case66,c
case66,e
case66,h
case66,i
case66,j
case66,k
case66,l
case66,m
case66,n
case66,o
case66,q
case66,w
case67,a
case67,b
case67,d
case67,c
case67,e
case67,h
case67,i
case67,j
case67,k
case67,l
case67,m
case67,n
case67,o
case67,q
case67,w
case68,a
case68,b
case68,d
case68,c
case68,e
case68,h
case68,i
case68,j
case68,k
case68,l
case68,m
case68,n
case68,o
case68,q
case68,w
case69,a
case69,b
case69,d
case69,c
case69,e
case69,h
case69,i
case69,j
case69,k
case69,l
case69,m
case69,n
case69,o
case69,q
case69,w
case70,a
case70,b
case70,d
case70,c
case70,e
case70,h
case70,i
case70,j
case70,k
case70,l
case70,m
case70,n
case70,o
case70,q
case70,w
case71,a
case71,b
case71,d
case71,c
case71,e
case71,h
case71,i
case71,j
case71,k
case71,l
case71,m
case71,n
case71,o
case71,q
case71,w
case72,a
case72,b
case72,d
case72,c
case72,e
case72,h
case72,i
case72,j
case72,k
case72,l
case72,m
case72,n
case72,o
case72,q
case72,w
case73,a
case73,b
case73,d
case73,c
case73,e
case73,h
case73,i
case73,j
case73,k
case73,l
case73,m
case73,n
case73,o
case73,q
case73,w
case74,a
case74,b
case74,d
case74,c
case74,e
case74,h
case74,i
case74,j
case74,k
case74,l
case74,m
case74,n
case74,o
case74,q
case74,w
case75,a
case75,b
case75,d
case75,c
case75,e
case75,h
case75,i
case75,k
case75,j
case75,l
case75,m
case75,n
case75,o
case75,p
case76,a
case76,b
case76,d
case76,c
case76,e
case76,h
case76,i
case76,k
case76,j
case76,l
case76,m
case76,n
case76,o
case76,p
case77,a
case77,b
case77,d
case77,c
case77,e
case77,h
case77,i
case77,k
case77,j
case77,l
case77,m
case77,n
case77,o
case77,p
case78,a
case78,b
case78,d
case78,c
case78,e
case78,h
case78,i
case78,k
case78,j
case78,l
case78,m
case78,n
case78,o
case78,p
case79,a
case79,b
case79,d
case79,c
case79,e
case79,h
case79,i
case79,k
case79,j
case79,l
case79,m
case79,n
case79,o
case79,p
case80,a
case80,b
case80,d
case80,c
case80,e
case80,h
case80,i
case80,k
case80,j
case80,l
case80,m
case80,n
case80,o
case80,p
case81,a
case81,b
case81,d
case81,c
case81,e
case81,h
case81,i
case81,k
case81,j
case81,l
case81,m
case81,n
case81,o
case81,p
case82,a
case82,b
case82,d
case82,c
case82,e
case82,h
case82,i
case82,k
case82,j
case82,l
case82,m
case82,n
case82,o
case82,p
case83,a
case83,b
case83,d
case83,c
case83,e
case83,h
case83,i
case83,k
case83,j
case83,l
case83,m
case83,n
case83,o
case83,p
case84,a
case84,b
case84,d
case84,c
case84,e
case84,h
case84,i
case84,k
case84,j
case84,l
case84,m
case84,n
case84,o
case84,p
case85,a
case85,b
case85,d
case85,c
case85,e
case85,h
case85,i
case85,k
case85,j
case85,l
case85,m
case85,n
case85,o
case85,p
case86,a
case86,b
case86,d
case86,c
case86,e
case86,h
case86,i
case86,k
case86,j
case86,l
case86,m
case86,n
case86,o
case86,p
case87,a
case87,b
case87,d
case87,c
case87,e
case87,h
case87,i
case87,k
case87,j
case87,l
case87,m
case87,n
case87,o
case87,p
case88,a
case88,b
case88,d
case88,c
case88,e
case88,h
case88,i
case88,k
case88,j
case88,l
case88,m
case88,n
case88,o
case88,p
case89,a
case89,b
case89,d
case89,c
case89,e
case89,h
case89,i
case89,k
case89,j
case89,l
case89,m
case89,n
case89,o
case89,p
case90,a
case90,b
case90,d
case90,c
case90,e
case90,h
case90,i
case90,k
case90,j
case90,l
case90,m
case90,n
case90,o
case90,p
case91,a
case91,b
case91,d
case91,c
case91,e
case91,h
case91,i
case91,k
case91,j
case91,l
case91,m
case91,n
case91,o
case91,p
case92,a
case92,b
case92,d
case92,c
case92,e
case92,h
case92,i
case92,k
case92,j
case92,l
case92,m
case92,n
case92,o
case92,p
case93,a
case93,b
case93,d
case93,c
case93,e
case93,h
case93,i
case93,k
case93,j
case93,l
case93,m
case93,n
case93,o
case93,p
case94,a
case94,b
case94,d
case94,c
case94,e
case94,h
case94,i
case94,k
case94,j
case94,l
case94,m
case94,n
case94,o
case94,p
case95,a
case95,b
case95,d
case95,c
case95,e
case95,h
case95,i
case95,k
case95,j
case95,l
case95,m
case95,n
case95,o
case95,p
case96,a
case96,b
case96,d
case96,c
case96,e
case96,h
case96,i
case96,k
case96,j
case96,l
case96,m
case96,n
case96,o
case96,p
case97,a
case97,b
case97,d
case97,c
case97,e
case97,h
case97,i
case97,k
case97,j
case97,l
case97,m
case97,n
case97,o
case97,p
case98,a
case98,b
case98,d
case98,c
case98,e
case98,h
case98,i
case98,k
case98,j
case98,l
case98,m
case98,n
case98,o
case98,p
case99,a
case99,b
case99,d
case99,c
case99,e
case99,h
case99,i
case99,k
case99,j
case99,l
case99,m
case99,n
case99,o
case99,p
