caseid,event
case99,s
case99,t
case99,u
case99,v
case99,o
case99,p
case99,w
case100,a
case100,b
case100,r
case100,s
case100,t
case100,u
case100,v
case100,o
case100,p
case100,w
case101,a
case101,b
case101,r
case101,s
case101,t
case101,u
case101,v
case101,o
case101,p
case101,w
case102,a
case102,b
case102,r
case102,s
case102,t
case102,u
case102,v
case102,o
case102,p
case102,w
case103,a
case103,b
case103,r
case103,s
case103,t
case103,u
case103,v
case103,o
case103,p
case103,w
case104,a
case104,b
case104,r
case104,s
case104,t
case104,u
case104,v
case104,o
case104,p
case104,w
case105,a
case105,b
case105,r
case105,s
case105,t
case105,u
case105,v
case105,o
case105,p
case105,w
case106,a
case106,b
case106,r
case106,s
case106,t
case106,u
case106,v
case106,o
case106,p
case106,w
case107,a
case107,b
case107,r
case107,s
case107,t
case107,u
case107,v
case107,o
case107,p
case107,w
case108,a
case108,b
case108,r
case108,s
case108,t
case108,u
case108,v
case108,o
case108,p
case108,w
case109,a
case109,b
case109,r
case109,s
case109,t
case109,u
case109,v
case109,o
case109,p
case109,w
case110,a
case110,b
case110,r
case110,s
case110,t
case110,u
case110,v
case110,o
case110,p
case110,w
case111,a
case111,b
case111,r
case111,s
case111,t
case111,u
case111,v
case111,o
case111,p
case111,w
case112,a
case112,b
case112,r
case112,s
case112,t
case112,u
case112,v
case112,o
case112,p
case112,w
case113,a
case113,b
case113,r
case113,s
case113,t
case113,u
case113,v
case113,o
case113,p
case113,w
case114,a
case114,b
case114,r
case114,s
case114,t
case114,u
case114,v
case114,o
case114,p
case114,w
case115,a
case115,b
case115,r
case115,s
case115,t
case115,u
case115,v
case115,o
case115,p
case115,w
case116,a
case116,b
case116,r
case116,s
case116,t
case116,u
case116,v
case116,o
case116,p
case116,w
case117,a
case117,b
case117,r
case117,s
case117,t
case117,u
case117,v
case117,o
case117,p
case117,w
case118,a
case118,b
case118,r
case118,s
case118,t
case118,u
case118,v
case118,o
case118,p
case118,w
case119,a
case119,b
case119,r
case119,s
case119,t
case119,u
case119,v
case119,o
case119,p
case119,w
case120,a
case120,b
case120,r
case120,s
case120,t
case120,u
case120,v
case120,o
case120,p
case120,w
case121,a
case121,b
case121,r
case121,s
case121,t
case121,u
case121,v
case121,o
case121,p
case121,w
case122,a
case122,b
case122,r
case122,s
case122,t
case122,u
case122,v
case122,o
case122,p
case122,w
case123,a
case123,b
case123,r
case123,s
case123,t
case123,u
case123,v
case123,o
case123,p
case123,w
case124,a
case124,b
case124,r
case124,s
case124,t
case124,u
case124,v
case124,o
case124,p
case124,w
case125,a
case125,b
case125,r
case125,s
case125,t
case125,u
case125,v
case125,o
case125,p
case125,w
case126,a
case126,b
case126,r
case126,s
case126,t
case126,u
case126,v
case126,o
case126,p
case126,w
case127,a
case127,b
case127,r
case127,s
case127,t
case127,u
case127,v
case127,o
case127,p
case127,w
case128,a
case128,b
case128,r
case128,s
case128,t
case128,u
case128,v
case128,o
case128,p
case128,w
case129,a
case129,b
case129,r
case129,s
case129,t
case129,u
case129,v
case129,o
case129,p
case129,w
case130,a
case130,b
case130,r
case130,s
case130,t
case130,u
case130,v
case130,o
case130,p
case130,w
case131,a
case131,b
case131,r
case131,s
case131,t
case131,u
case131,v
case131,o
case131,p
case131,w
case132,a
case132,b
case132,r
case132,s
case132,t
case132,u
case132,v
case132,o
case132,p
case132,w
case133,a
case133,b
case133,r
case133,s
case133,t
case133,u
case133,v
case133,o
case133,p
case133,w
case134,a
case134,b
case134,r
case134,s
case134,t
case134,u
case134,v
case134,o
case134,p
case134,w
case135,a
case135,b
case135,r
case135,s
case135,t
case135,u
case135,v
case135,o
case135,p
case135,w
case136,a
case136,b
case136,r
case136,s
case136,t
case136,u
case136,v
case136,o
case136,p
case136,w
case137,a
case137,b
case137,r
case137,s
case137,t
case137,u
case137,v
case137,o
case137,p
case137,w
case138,a
case138,b
case138,r
case138,s
case138,t
case138,u
case138,v
case138,o
case138,p
case138,w
case139,a
case139,b
case139,r
case139,s
case139,t
case139,u
case139,v
case139,o
case139,p
case139,w
case140,a
case140,b
case140,r
case140,s
case140,t
case140,u
case140,v
case140,o
case140,p
case140,w
case141,a
case141,b
case141,r
case141,s
case141,t
case141,u
case141,v
case141,o
case141,p
case141,w
case142,a
case142,b
case142,r
case142,s
case142,t
case142,u
case142,v
case142,o
case142,p
case142,w
case143,a
case143,b
case143,r
case143,s
case143,t
case143,u
case143,v
case143,o
case143,p
case143,w
case144,a
case144,b
case144,r
case144,s
case144,t
case144,u
case144,v
case144,o
case144,p
case144,w
case145,a
case145,b
case145,r
case145,s
case145,t
case145,u
case145,v
case145,o
case145,p
case145,w
case146,a
case146,b
case146,r
case146,s
case146,t
case146,u
case146,v
case146,o
case146,p
case146,w
case147,a
case147,b
case147,r
case147,s
case147,t
case147,u
case147,v
case147,o
case147,p
case147,w
case148,a
case148,b
case148,r
case148,s
case148,t
case148,u
case148,v
case148,o
case148,p
case148,w
case149,a
case149,b
case149,r
case149,s
case149,t
case149,u
case149,v
case149,o
case149,p
case149,w
