caseid,event
case37,H
case37,c
case37,d
case37,E
case37,G
case37,H
case37,I
case37,J
case37,L
case37,M
case38,A
case38,N
case38,O
case38,P
case38,C
case38,E
case38,G
case38,H
case38,c
case38,d
case38,E
case38,G
case38,H
case38,I
case38,J
case38,L
case38,M
case39,A
case39,N
case39,O
case39,P
case39,C
case39,E
case39,G
case39,H
case39,c
case39,d
case39,E
case39,G
case39,H
case39,I
case39,J
case39,L
case39,M
case40,T
case40,N
case40,W
case41,T
case41,N
case41,W
case42,T
case42,N
case42,W
case43,T
case43,N
case43,W
case44,T
case44,N
case44,W
case45,T
case45,N
case45,W
case46,T
case46,N
case46,W
case47,T
case47,N
case47,W
case48,T
case48,N
case48,W
case49,T
case49,N
case49,W
case50,T
case50,B
case50,C
case50,D
case50,F
case50,H
case50,I
case50,J
case50,K
case50,M
case51,T
case51,B
case51,C
case51,D
case51,F
case51,H
case51,I
case51,J
case51,K
case51,M
case52,T
case52,B
case52,C
case52,D
case52,F
case52,H
case52,I
case52,J
case52,K
case52,M
case53,T
case53,B
case53,C
case53,D
case53,F
case53,H
case53,I
case53,J
case53,K
case53,M
case54,T
case54,B
case54,C
case54,D
case54,F
case54,H
case54,I
case54,J
case54,K
case54,M
case55,T
case55,B
case55,C
case55,D
case55,F
case55,H
case55,I
case55,J
case55,K
case55,M
case56,T
case56,B
case56,C
case56,D
case56,F
case56,H
case56,I
case56,J
case56,K
case56,M
case57,T
case57,B
case57,C
case57,D
case57,F
case57,H
case57,I
case57,J
case57,K
case57,M
case58,T
case58,B
case58,C
case58,D
case58,F
case58,H
case58,I
case58,J
case58,K
case58,M
case59,T
case59,B
case59,C
case59,D
case59,F
case59,H
case59,I
case59,J
case59,K
case59,M
case60,T
case60,B
case60,C
case60,E
case60,G
case60,H
case60,I
case60,J
case60,K
case60,M
case61,T
case61,B
case61,C
case61,E
case61,G
case61,H
case61,I
case61,J
case61,K
case61,M
case62,T
case62,B
case62,C
case62,E
case62,G
case62,H
case62,I
case62,J
case62,K
case62,M
case63,T
case63,B
case63,C
case63,E
case63,G
case63,H
case63,I
case63,J
case63,K
case63,M
case64,T
case64,B
case64,C
case64,E
case64,G
case64,H
case64,I
case64,J
case64,K
case64,M
case65,T
case65,B
case65,C
case65,E
case65,G
case65,H
case65,I
case65,J
case65,K
case65,M
case66,T
case66,B
case66,C
case66,E
case66,G
case66,H
case66,I
case66,J
case66,K
case66,M
case67,T
case67,B
case67,C
case67,E
case67,G
case67,H
case67,I
case67,J
case67,K
case67,M
case68,T
case68,B
case68,C
case68,E
case68,G
case68,H
case68,I
case68,J
case68,K
case68,M
case69,T
case69,B
case69,C
case69,E
case69,G
case69,H
case69,I
case69,J
case69,K
case69,M
case70,T
case70,B
case70,C
case70,D
case70,F
case70,H
case70,I
case70,J
case70,L
case70,M
case71,T
case71,B
case71,C
case71,D
case71,F
case71,H
case71,I
case71,J
case71,L
case71,M
case72,T
case72,B
case72,C
case72,D
case72,F
case72,H
case72,I
case72,J
case72,L
case72,M
case73,T
case73,B
case73,C
case73,D
case73,F
case73,H
case73,I
case73,J
case73,L
case73,M
case74,T
case74,B
case74,C
case74,D
case74,F
case74,H
case74,I
case74,J
case74,L
case74,M
case75,T
case75,B
case75,C
case75,D
case75,F
case75,H
case75,I
case75,J
case75,L
case75,M
case76,T
case76,B
case76,C
case76,D
case76,F
case76,H
case76,I
case76,J
case76,L
case76,M
case77,T
case77,B
case77,C
case77,D
case77,F
case77,H
case77,I
case77,J
case77,L
case77,M
case78,T
case78,B
case78,C
case78,D
case78,F
case78,H
case78,I
case78,J
case78,L
case78,M
case79,T
case79,B
case79,C
case79,D
case79,F
case79,H
case79,I
case79,J
case79,L
case79,M
case80,T
case80,B
case80,C
case80,E
case80,G
case80,H
case80,I
case80,J
case80,L
case80,M
case81,T
case81,B
case81,C
case81,E
case81,G
case81,H
case81,I
case81,J
case81,L
case81,M
case82,T
case82,B
case82,C
case82,E
case82,G
case82,H
case82,I
case82,J
case82,L
case82,M
case83,T
case83,B
case83,C
case83,E
case83,G
case83,H
case83,I
case83,J
case83,L
case83,M
case84,T
case84,B
case84,C
case84,E
case84,G
case84,H
case84,I
case84,J
case84,L
case84,M
case85,T
case85,B
case85,C
case85,E
case85,G
case85,H
case85,I
case85,J
case85,L
case85,M
case86,T
case86,B
case86,C
case86,E
case86,G
case86,H
case86,I
case86,J
case86,L
case86,M
case87,T
case87,B
case87,C
case87,E
case87,G
case87,H
case87,I
case87,J
case87,L
case87,M
case88,T
case88,B
case88,C
case88,E
case88,G
case88,H
case88,I
case88,J
case88,L
case88,M
case89,T
case89,B
case89,C
case89,E
case89,G
case89,H
case89,I
case89,J
case89,L
case89,M
case90,A
case90,N
case90,U
case90,V
case90,X
case90,Y
case90,Z
case90,a
case90,I
case90,b
case90,J
case90,L
case90,M
case91,A
case91,N
case91,U
case91,V
case91,X
case91,Y
case91,Z
case91,a
case91,I
case91,b
case91,J
case91,L
case91,M
case92,A
case92,N
case92,U
case92,V
case92,X
case92,Y
case92,Z
case92,a
case92,I
case92,b
case92,J
case92,L
case92,M
case93,A
case93,N
case93,U
case93,V
case93,X
case93,Y
case93,Z
case93,a
case93,I
case93,b
case93,J
case93,L
case93,M
case94,A
case94,N
case94,U
case94,V
case94,X
case94,Y
case94,Z
case94,a
case94,I
case94,b
case94,J
case94,L
case94,M
case95,A
case95,N
case95,U
case95,V
case95,X
case95,Y
case95,Z
case95,a
case95,I
case95,b
case95,J
case95,L
case95,M
case96,A
case96,N
case96,U
case96,V
case96,X
case96,Y
case96,Z
case96,a
case96,I
case96,b
case96,J
case96,L
case96,M
case97,A
case97,N
case97,U
case97,V
case97,X
case97,Y
case97,Z
case97,a
case97,I
case97,b
case97,J
case97,L
case97,M
case98,A
case98,N
case98,U
case98,V
case98,X
case98,Y
case98,Z
case98,a
case98,I
case98,b
case98,J
case98,L
case98,M
case99,A
case99,N
case99,U
case99,V
case99,X
case99,Y
case99,Z
case99,a
case99,I
case99,b
case99,J
case99,L
case99,M
case100,T
case100,N
case100,O
case100,P
case100,C
case100,E
case100,G
case100,H
case100,c
case100,d
case100,E
case100,G
case100,H
case100,I
case100,J
case100,K
case100,M
case101,T
case101,N
case101,O
case101,P
case101,C
case101,E
case101,G
case101,H
case101,c
case101,d
case101,E
case101,G
case101,H
case101,I
case101,J
case101,K
case101,M
case102,T
case102,N
case102,O
case102,P
case102,C
case102,E
case102,G
case102,H
case102,c
case102,d
case102,E
case102,G
case102,H
case102,I
case102,J
case102,K
case102,M
case103,T
case103,N
case103,O
case103,P
case103,C
case103,E
case103,G
case103,H
case103,c
case103,d
case103,E
case103,G
case103,H
case103,I
case103,J
case103,K
case103,M
case104,T
case104,N
case104,O
case104,P
case104,C
case104,E
case104,G
case104,H
case104,c
case104,d
case104,E
case104,G
case104,H
case104,I
case104,J
case104,K
case104,M
case105,T
case105,N
case105,O
case105,P
case105,C
case105,E
case105,G
case105,H
case105,c
case105,d
case105,E
case105,G
case105,H
case105,I
case105,J
case105,K
case105,M
case106,T
case106,N
case106,O
case106,P
case106,C
case106,E
case106,G
case106,H
case106,c
case106,d
case106,E
case106,G
case106,H
case106,I
case106,J
case106,K
case106,M
case107,T
case107,N
case107,O
case107,P
case107,C
case107,E
case107,G
case107,H
case107,c
case107,d
case107,E
case107,G
case107,H
case107,I
case107,J
case107,K
case107,M
case108,T
case108,N
case108,O
case108,P
case108,C
case108,E
case108,G
case108,H
case108,c
case108,d
case108,E
case108,G
case108,H
case108,I
case108,J
case108,K
case108,M
case109,T
case109,N
case109,O
case109,P
case109,C
case109,E
case109,G
case109,H
case109,c
case109,d
case109,E
case109,G
case109,H
case109,I
case109,J
case109,K
case109,M
case110,A
case110,N
case110,U
case110,V
case110,X
case110,Y
case110,Z
case110,a
case110,I
case110,b
case110,J
case110,K
case110,M
case111,A
case111,N
case111,U
case111,V
case111,X
case111,Y
case111,Z
case111,a
case111,I
case111,b
case111,J
case111,K
case111,M
case112,A
case112,N
case112,U
case112,V
case112,X
case112,Y
case112,Z
case112,a
case112,I
case112,b
case112,J
case112,K
case112,M
case113,A
case113,N
case113,U
case113,V
case113,X
case113,Y
case113,Z
case113,a
case113,I
case113,b
case113,J
case113,K
case113,M
case114,A
case114,N
case114,U
case114,V
case114,X
case114,Y
case114,Z
case114,a
case114,I
case114,b
case114,J
case114,K
case114,M
case115,A
case115,N
case115,U
case115,V
case115,X
case115,Y
case115,Z
case115,a
case115,I
case115,b
case115,J
case115,K
case115,M
case116,A
case116,N
case116,U
case116,V
case116,X
case116,Y
case116,Z
case116,a
case116,I
case116,b
case116,J
case116,K
case116,M
case117,A
case117,N
case117,U
case117,V
case117,X
case117,Y
case117,Z
case117,a
case117,I
case117,b
case117,J
case117,K
case117,M
case118,A
case118,N
case118,U
case118,V
case118,X
case118,Y
case118,Z
case118,a
case118,I
case118,b
case118,J
case118,K
case118,M
case119,A
case119,N
case119,U
case119,V
case119,X
case119,Y
case119,Z
case119,a
case119,I
case119,b
case119,J
case119,K
case119,M
case120,T
case120,N
case120,O
case120,P
case120,C
case120,D
case120,F
case120,H
case120,c
case120,d
case120,D
case120,F
case120,H
case120,I
case120,J
case120,K
case120,M
case121,T
case121,N
case121,O
case121,P
case121,C
case121,D
case121,F
case121,H
case121,c
case121,d
case121,D
case121,F
case121,H
case121,I
case121,J
case121,K
case121,M
case122,T
case122,N
case122,O
case122,P
case122,C
case122,D
case122,F
case122,H
case122,c
case122,d
case122,D
case122,F
case122,H
case122,I
case122,J
case122,K
case122,M
case123,T
case123,N
case123,O
case123,P
case123,C
case123,D
case123,F
case123,H
case123,c
case123,d
case123,D
case123,F
case123,H
case123,I
case123,J
case123,K
case123,M
case124,T
case124,N
case124,O
case124,P
case124,C
case124,D
case124,F
case124,H
case124,c
case124,d
case124,D
case124,F
case124,H
case124,I
case124,J
case124,K
case124,M
case125,T
case125,N
case125,O
case125,P
case125,C
case125,D
case125,F
case125,H
case125,c
case125,d
case125,D
case125,F
case125,H
case125,I
case125,J
case125,K
case125,M
case126,T
case126,N
case126,O
case126,P
case126,C
case126,D
case126,F
case126,H
case126,c
case126,d
case126,D
case126,F
case126,H
case126,I
case126,J
case126,K
case126,M
case127,T
case127,N
case127,O
case127,P
case127,C
case127,D
case127,F
case127,H
case127,c
case127,d
case127,D
case127,F
case127,H
case127,I
case127,J
case127,K
case127,M
case128,T
case128,N
case128,O
case128,P
case128,C
case128,D
case128,F
case128,H
case128,c
case128,d
case128,D
case128,F
case128,H
case128,I
case128,J
case128,K
case128,M
case129,T
case129,N
case129,O
case129,P
case129,C
case129,D
case129,F
case129,H
case129,c
case129,d
case129,D
case129,F
case129,H
case129,I
case129,J
case129,K
case129,M
case130,T
case130,N
case130,O
case130,P
case130,C
case130,D
case130,F
case130,H
case130,c
case130,d
case130,D
case130,F
case130,H
case130,I
case130,J
case130,L
case130,M
case131,T
case131,N
case131,O
case131,P
case131,C
case131,D
case131,F
case131,H
case131,c
case131,d
case131,D
case131,F
case131,H
case131,I
case131,J
case131,L
case131,M
case132,T
case132,N
case132,O
case132,P
case132,C
case132,D
case132,F
case132,H
case132,c
case132,d
case132,D
case132,F
case132,H
case132,I
case132,J
case132,L
case132,M
case133,T
case133,N
case133,O
case133,P
case133,C
case133,D
case133,F
case133,H
case133,c
case133,d
case133,D
case133,F
case133,H
case133,I
case133,J
case133,L
case133,M
case134,T
case134,N
case134,O
case134,P
case134,C
case134,D
case134,F
case134,H
case134,c
case134,d
case134,D
case134,F
case134,H
case134,I
case134,J
case134,L
case134,M
case135,T
case135,N
case135,O
case135,P
case135,C
case135,D
case135,F
case135,H
case135,c
case135,d
case135,D
case135,F
case135,H
case135,I
case135,J
case135,L
case135,M
case136,T
case136,N
case136,O
case136,P
case136,C
case136,D
case136,F
case136,H
case136,c
case136,d
case136,D
case136,F
case136,H
case136,I
case136,J
case136,L
case136,M
case137,T
case137,N
case137,O
case137,P
case137,C
case137,D
case137,F
case137,H
case137,c
case137,d
case137,D
case137,F
case137,H
case137,I
case137,J
case137,L
case137,M
case138,T
case138,N
case138,O
case138,P
case138,C
case138,D
case138,F
case138,H
case138,c
case138,d
case138,D
case138,F
case138,H
case138,I
case138,J
case138,L
case138,M
case139,T
case139,N
case139,O
case139,P
case139,C
case139,D
case139,F
case139,H
case139,c
case139,d
case139,D
case139,F
case139,H
case139,I
case139,J
case139,L
case139,M
case140,T
case140,N
case140,O
case140,P
case140,C
case140,E
case140,G
case140,H
case140,c
case140,d
case140,E
case140,G
case140,H
case140,I
case140,J
case140,L
case140,M
case141,T
case141,N
case141,O
case141,P
case141,C
case141,E
case141,G
case141,H
case141,c
case141,d
case141,E
case141,G
case141,H
case141,I
case141,J
case141,L
case141,M
case142,T
case142,N
case142,O
case142,P
case142,C
case142,E
case142,G
case142,H
case142,c
case142,d
case142,E
case142,G
case142,H
case142,I
case142,J
case142,L
case142,M
case143,T
case143,N
case143,O
case143,P
case143,C
case143,E
case143,G
case143,H
case143,c
case143,d
case143,E
case143,G
case143,H
case143,I
case143,J
case143,L
case143,M
case144,T
case144,N
case144,O
case144,P
case144,C
case144,E
case144,G
case144,H
case144,c
case144,d
case144,E
case144,G
case144,H
case144,I
case144,J
case144,L
case144,M
case145,T
case145,N
case145,O
case145,P
case145,C
case145,E
case145,G
case145,H
case145,c
case145,d
case145,E
case145,G
case145,H
case145,I
case145,J
case145,L
case145,M
case146,T
case146,N
case146,O
case146,P
case146,C
case146,E
case146,G
case146,H
case146,c
case146,d
case146,E
case146,G
case146,H
case146,I
case146,J
case146,L
case146,M
case147,T
case147,N
case147,O
case147,P
case147,C
case147,E
case147,G
case147,H
case147,c
case147,d
case147,E
case147,G
case147,H
case147,I
case147,J
case147,L
case147,M
case148,T
case148,N
case148,O
case148,P
case148,C
case148,E
case148,G
case148,H
case148,c
case148,d
case148,E
case148,G
case148,H
case148,I
case148,J
case148,L
case148,M
case149,T
case149,N
case149,O
case149,P
case149,C
case149,E
case149,G
case149,H
case149,c
case149,d
case149,E
case149,G
case149,H
case149,I
case149,J
case149,L
case149,M
case150,A
case150,N
case150,W
case151,A
case151,N
case151,W
case152,A
case152,N
case152,W
case153,A
case153,N
case153,W
case154,A
case154,N
case154,W
case155,A
case155,N
case155,W
case156,A
case156,N
case156,W
case157,A
case157,N
case157,W
case158,A
case158,N
case158,W
case159,A
case159,N
case159,W
