caseid,event
case72,L
case72,M
case73,A
case73,B
case73,C
case73,D
case73,F
case73,H
case73,c
case73,d
case73,D
case73,F
case73,H
case73,I
case73,J
case73,L
case73,M
case74,A
case74,B
case74,C
case74,D
case74,F
case74,H
case74,c
case74,d
case74,D
case74,F
case74,H
case74,I
case74,J
case74,L
case74,M
case75,A
case75,B
case75,C
case75,D
case75,F
case75,H
case75,c
case75,d
case75,D
case75,F
case75,H
case75,I
case75,J
case75,L
case75,M
case76,A
case76,B
case76,C
case76,D
case76,F
case76,H
case76,c
case76,d
case76,D
case76,F
case76,H
case76,I
case76,J
case76,L
case76,M
case77,A
case77,B
case77,C
case77,D
case77,F
case77,H
case77,c
case77,d
case77,D
case77,F
case77,H
case77,I
case77,J
case77,L
case77,M
case78,A
case78,B
case78,C
case78,D
case78,F
case78,H
case78,c
case78,d
case78,D
case78,F
case78,H
case78,I
case78,J
case78,L
case78,M
case79,A
case79,B
case79,C
case79,D
case79,F
case79,H
case79,c
case79,d
case79,D
case79,F
case79,H
case79,I
case79,J
case79,L
case79,M
case80,T
case80,N
case80,U
case80,V
case80,X
case80,Y
case80,Z
case80,a
case80,c
case80,d
case80,a
case80,I
case80,b
case80,J
case80,K
case80,M
case81,T
case81,N
case81,U
case81,V
case81,X
case81,Y
case81,Z
case81,a
case81,c
case81,d
case81,a
case81,I
case81,b
case81,J
case81,K
case81,M
case82,T
case82,N
case82,U
case82,V
case82,X
case82,Y
case82,Z
case82,a
case82,c
case82,d
case82,a
case82,I
case82,b
case82,J
case82,K
case82,M
case83,T
case83,N
case83,U
case83,V
case83,X
case83,Y
case83,Z
case83,a
case83,c
case83,d
case83,a
case83,I
case83,b
case83,J
case83,K
case83,M
case84,T
case84,N
case84,U
case84,V
case84,X
case84,Y
case84,Z
case84,a
case84,c
case84,d
case84,a
case84,I
case84,b
case84,J
case84,K
case84,M
case85,T
case85,N
case85,U
case85,V
case85,X
case85,Y
case85,Z
case85,a
case85,c
case85,d
case85,a
case85,I
case85,b
case85,J
case85,K
case85,M
case86,T
case86,N
case86,U
case86,V
case86,X
case86,Y
case86,Z
case86,a
case86,c
case86,d
case86,a
case86,I
case86,b
case86,J
case86,K
case86,M
case87,T
case87,N
case87,U
case87,V
case87,X
case87,Y
case87,Z
case87,a
case87,c
case87,d
case87,a
case87,I
case87,b
case87,J
case87,K
case87,M
case88,T
case88,N
case88,U
case88,V
case88,X
case88,Y
case88,Z
case88,a
case88,c
case88,d
case88,a
case88,I
case88,b
case88,J
case88,K
case88,M
case89,T
case89,N
case89,U
case89,V
case89,X
case89,Y
case89,Z
case89,a
case89,c
case89,d
case89,a
case89,I
case89,b
case89,J
case89,K
case89,M
case90,T
case90,N
case90,U
case90,V
case90,X
case90,Y
case90,Z
case90,a
case90,c
case90,d
case90,a
case90,I
case90,b
case90,J
case90,L
case90,M
case91,T
case91,N
case91,U
case91,V
case91,X
case91,Y
case91,Z
case91,a
case91,c
case91,d
case91,a
case91,I
case91,b
case91,J
case91,L
case91,M
case92,T
case92,N
case92,U
case92,V
case92,X
case92,Y
case92,Z
case92,a
case92,c
case92,d
case92,a
case92,I
case92,b
case92,J
case92,L
case92,M
case93,T
case93,N
case93,U
case93,V
case93,X
case93,Y
case93,Z
case93,a
case93,c
case93,d
case93,a
case93,I
case93,b
case93,J
case93,L
case93,M
case94,T
case94,N
case94,U
case94,V
case94,X
case94,Y
case94,Z
case94,a
case94,c
case94,d
case94,a
case94,I
case94,b
case94,J
case94,L
case94,M
case95,T
case95,N
case95,U
case95,V
case95,X
case95,Y
case95,Z
case95,a
case95,c
case95,d
case95,a
case95,I
case95,b
case95,J
case95,L
case95,M
case96,T
case96,N
case96,U
case96,V
case96,X
case96,Y
case96,Z
case96,a
case96,c
case96,d
case96,a
case96,I
case96,b
case96,J
case96,L
case96,M
case97,T
case97,N
case97,U
case97,V
case97,X
case97,Y
case97,Z
case97,a
case97,c
case97,d
case97,a
case97,I
case97,b
case97,J
case97,L
case97,M
case98,T
case98,N
case98,U
case98,V
case98,X
case98,Y
case98,Z
case98,a
case98,c
case98,d
case98,a
case98,I
case98,b
case98,J
case98,L
case98,M
case99,T
case99,N
case99,U
case99,V
case99,X
case99,Y
case99,Z
case99,a
case99,c
case99,d
case99,a
case99,I
case99,b
case99,J
case99,L
case99,M
case100,T
case100,B
case100,C
case100,D
case100,F
case100,H
case100,c
case100,d
case100,D
case100,F
case100,H
case100,I
case100,J
case100,K
case100,M
case101,T
case101,B
case101,C
case101,D
case101,F
case101,H
case101,c
case101,d
case101,D
case101,F
case101,H
case101,I
case101,J
case101,K
case101,M
case102,T
case102,B
case102,C
case102,D
case102,F
case102,H
case102,c
case102,d
case102,D
case102,F
case102,H
case102,I
case102,J
case102,K
case102,M
case103,T
case103,B
case103,C
case103,D
case103,F
case103,H
case103,c
case103,d
case103,D
case103,F
case103,H
case103,I
case103,J
case103,K
case103,M
case104,T
case104,B
case104,C
case104,D
case104,F
case104,H
case104,c
case104,d
case104,D
case104,F
case104,H
case104,I
case104,J
case104,K
case104,M
case105,T
case105,B
case105,C
case105,D
case105,F
case105,H
case105,c
case105,d
case105,D
case105,F
case105,H
case105,I
case105,J
case105,K
case105,M
case106,T
case106,B
case106,C
case106,D
case106,F
case106,H
case106,c
case106,d
case106,D
case106,F
case106,H
case106,I
case106,J
case106,K
case106,M
case107,T
case107,B
case107,C
case107,D
case107,F
case107,H
case107,c
case107,d
case107,D
case107,F
case107,H
case107,I
case107,J
case107,K
case107,M
case108,T
case108,B
case108,C
case108,D
case108,F
case108,H
case108,c
case108,d
case108,D
case108,F
case108,H
case108,I
case108,J
case108,K
case108,M
case109,T
case109,B
case109,C
case109,D
case109,F
case109,H
case109,c
case109,d
case109,D
case109,F
case109,H
case109,I
case109,J
case109,K
case109,M
case110,T
case110,B
case110,C
case110,E
case110,G
case110,H
case110,c
case110,d
case110,E
case110,G
case110,H
case110,I
case110,J
case110,K
case110,M
case111,T
case111,B
case111,C
case111,E
case111,G
case111,H
case111,c
case111,d
case111,E
case111,G
case111,H
case111,I
case111,J
case111,K
case111,M
case112,T
case112,B
case112,C
case112,E
case112,G
case112,H
case112,c
case112,d
case112,E
case112,G
case112,H
case112,I
case112,J
case112,K
case112,M
case113,T
case113,B
case113,C
case113,E
case113,G
case113,H
case113,c
case113,d
case113,E
case113,G
case113,H
case113,I
case113,J
case113,K
case113,M
case114,T
case114,B
case114,C
case114,E
case114,G
case114,H
case114,c
case114,d
case114,E
case114,G
case114,H
case114,I
case114,J
case114,K
case114,M
case115,T
case115,B
case115,C
case115,E
case115,G
case115,H
case115,c
case115,d
case115,E
case115,G
case115,H
case115,I
case115,J
case115,K
case115,M
case116,T
case116,B
case116,C
case116,E
case116,G
case116,H
case116,c
case116,d
case116,E
case116,G
case116,H
case116,I
case116,J
case116,K
case116,M
case117,T
case117,B
case117,C
case117,E
case117,G
case117,H
case117,c
case117,d
case117,E
case117,G
case117,H
case117,I
case117,J
case117,K
case117,M
case118,T
case118,B
case118,C
case118,E
case118,G
case118,H
case118,c
case118,d
case118,E
case118,G
case118,H
case118,I
case118,J
case118,K
case118,M
case119,T
case119,B
case119,C
case119,E
case119,G
case119,H
case119,c
case119,d
case119,E
case119,G
case119,H
case119,I
case119,J
case119,K
case119,M
case120,T
case120,B
case120,C
case120,D
case120,F
case120,H
case120,c
case120,d
case120,D
case120,F
case120,H
case120,I
case120,J
case120,L
case120,M
case121,T
case121,B
case121,C
case121,D
case121,F
case121,H
case121,c
case121,d
case121,D
case121,F
case121,H
case121,I
case121,J
case121,L
case121,M
case122,T
case122,B
case122,C
case122,D
case122,F
case122,H
case122,c
case122,d
case122,D
case122,F
case122,H
case122,I
case122,J
case122,L
case122,M
case123,T
case123,B
case123,C
case123,D
case123,F
case123,H
case123,c
case123,d
case123,D
case123,F
case123,H
case123,I
case123,J
case123,L
case123,M
case124,T
case124,B
case124,C
case124,D
case124,F
case124,H
case124,c
case124,d
case124,D
case124,F
case124,H
case124,I
case124,J
case124,L
case124,M
case125,T
case125,B
case125,C
case125,D
case125,F
case125,H
case125,c
case125,d
case125,D
case125,F
case125,H
case125,I
case125,J
case125,L
case125,M
case126,T
case126,B
case126,C
case126,D
case126,F
case126,H
case126,c
case126,d
case126,D
case126,F
case126,H
case126,I
case126,J
case126,L
case126,M
case127,T
case127,B
case127,C
case127,D
case127,F
case127,H
case127,c
case127,d
case127,D
case127,F
case127,H
case127,I
case127,J
case127,L
case127,M
case128,T
case128,B
case128,C
case128,D
case128,F
case128,H
case128,c
case128,d
case128,D
case128,F
case128,H
case128,I
case128,J
case128,L
case128,M
case129,T
case129,B
case129,C
case129,D
case129,F
case129,H
case129,c
case129,d
case129,D
case129,F
case129,H
case129,I
case129,J
case129,L
case129,M
case130,T
case130,B
case130,C
case130,E
case130,G
case130,H
case130,c
case130,d
case130,E
case130,G
case130,H
case130,I
case130,J
case130,L
case130,M
case131,T
case131,B
case131,C
case131,E
case131,G
case131,H
case131,c
case131,d
case131,E
case131,G
case131,H
case131,I
case131,J
case131,L
case131,M
case132,T
case132,B
case132,C
case132,E
case132,G
case132,H
case132,c
case132,d
case132,E
case132,G
case132,H
case132,I
case132,J
case132,L
case132,M
case133,T
case133,B
case133,C
case133,E
case133,G
case133,H
case133,c
case133,d
case133,E
case133,G
case133,H
case133,I
case133,J
case133,L
case133,M
case134,T
case134,B
case134,C
case134,E
case134,G
case134,H
case134,c
case134,d
case134,E
case134,G
case134,H
case134,I
case134,J
case134,L
case134,M
case135,T
case135,B
case135,C
case135,E
case135,G
case135,H
case135,c
case135,d
case135,E
case135,G
case135,H
case135,I
case135,J
case135,L
case135,M
case136,T
case136,B
case136,C
case136,E
case136,G
case136,H
case136,c
case136,d
case136,E
case136,G
case136,H
case136,I
case136,J
case136,L
case136,M
case137,T
case137,B
case137,C
case137,E
case137,G
case137,H
case137,c
case137,d
case137,E
case137,G
case137,H
case137,I
case137,J
case137,L
case137,M
case138,T
case138,B
case138,C
case138,E
case138,G
case138,H
case138,c
case138,d
case138,E
case138,G
case138,H
case138,I
case138,J
case138,L
case138,M
case139,T
case139,B
case139,C
case139,E
case139,G
case139,H
case139,c
case139,d
case139,E
case139,G
case139,H
case139,I
case139,J
case139,L
case139,M
case140,A
case140,N
case140,U
case140,V
case140,X
case140,Y
case140,Z
case140,a
case140,c
case140,d
case140,a
case140,I
case140,b
case140,J
case140,K
case140,M
case141,A
case141,N
case141,U
case141,V
case141,X
case141,Y
case141,Z
case141,a
case141,c
case141,d
case141,a
case141,I
case141,b
case141,J
case141,K
case141,M
case142,A
case142,N
case142,U
case142,V
case142,X
case142,Y
case142,Z
case142,a
case142,c
case142,d
case142,a
case142,I
case142,b
case142,J
case142,K
case142,M
case143,A
case143,N
case143,U
case143,V
case143,X
case143,Y
case143,Z
case143,a
case143,c
case143,d
case143,a
case143,I
case143,b
case143,J
case143,K
case143,M
case144,A
case144,N
case144,U
case144,V
case144,X
case144,Y
case144,Z
case144,a
case144,c
case144,d
case144,a
case144,I
case144,b
case144,J
case144,K
case144,M
case145,A
case145,N
case145,U
case145,V
case145,X
case145,Y
case145,Z
case145,a
case145,c
case145,d
case145,a
case145,I
case145,b
case145,J
case145,K
case145,M
case146,A
case146,N
case146,U
case146,V
case146,X
case146,Y
case146,Z
case146,a
case146,c
case146,d
case146,a
case146,I
case146,b
case146,J
case146,K
case146,M
case147,A
case147,N
case147,U
case147,V
case147,X
case147,Y
case147,Z
case147,a
case147,c
case147,d
case147,a
case147,I
case147,b
case147,J
case147,K
case147,M
case148,A
case148,N
case148,U
case148,V
case148,X
case148,Y
case148,Z
case148,a
case148,c
case148,d
case148,a
case148,I
case148,b
case148,J
case148,K
case148,M
case149,A
case149,N
case149,U
case149,V
case149,X
case149,Y
case149,Z
case149,a
case149,c
case149,d
case149,a
case149,I
case149,b
case149,J
case149,K
case149,M
case150,A
case150,N
case150,U
case150,V
case150,X
case150,Y
case150,Z
case150,a
case150,c
case150,d
case150,a
case150,I
case150,b
case150,J
case150,L
case150,M
case151,A
case151,N
case151,U
case151,V
case151,X
case151,Y
case151,Z
case151,a
case151,c
case151,d
case151,a
case151,I
case151,b
case151,J
case151,L
case151,M
case152,A
case152,N
case152,U
case152,V
case152,X
case152,Y
case152,Z
case152,a
case152,c
case152,d
case152,a
case152,I
case152,b
case152,J
case152,L
case152,M
case153,A
case153,N
case153,U
case153,V
case153,X
case153,Y
case153,Z
case153,a
case153,c
case153,d
case153,a
case153,I
case153,b
case153,J
case153,L
case153,M
case154,A
case154,N
case154,U
case154,V
case154,X
case154,Y
case154,Z
case154,a
case154,c
case154,d
case154,a
case154,I
case154,b
case154,J
case154,L
case154,M
case155,A
case155,N
case155,U
case155,V
case155,X
case155,Y
case155,Z
case155,a
case155,c
case155,d
case155,a
case155,I
case155,b
case155,J
case155,L
case155,M
case156,A
case156,N
case156,U
case156,V
case156,X
case156,Y
case156,Z
case156,a
case156,c
case156,d
case156,a
case156,I
case156,b
case156,J
case156,L
case156,M
case157,A
case157,N
case157,U
case157,V
case157,X
case157,Y
case157,Z
case157,a
case157,c
case157,d
case157,a
case157,I
case157,b
case157,J
case157,L
case157,M
case158,A
case158,N
case158,U
case158,V
case158,X
case158,Y
case158,Z
case158,a
case158,c
case158,d
case158,a
case158,I
case158,b
case158,J
case158,L
case158,M
case159,A
case159,N
case159,U
case159,V
case159,X
case159,Y
case159,Z
case159,a
case159,c
case159,d
case159,a
case159,I
case159,b
case159,J
case159,L
case159,M
