caseid,event
case62,d
case62,E
case62,G
case62,H
case62,I
case62,J
case62,L
case62,M
case63,T
case63,N
case63,O
case63,P
case63,C
case63,E
case63,G
case63,H
case63,c
case63,d
case63,E
case63,G
case63,H
case63,I
case63,J
case63,L
case63,M
case64,T
case64,N
case64,O
case64,P
case64,C
case64,E
case64,G
case64,H
case64,c
case64,d
case64,E
case64,G
case64,H
case64,I
case64,J
case64,L
case64,M
case65,T
case65,N
case65,O
case65,P
case65,C
case65,E
case65,G
case65,H
case65,c
case65,d
case65,E
case65,G
case65,H
case65,I
case65,J
case65,L
case65,M
case66,T
case66,N
case66,O
case66,P
case66,C
case66,E
case66,G
case66,H
case66,c
case66,d
case66,E
case66,G
case66,H
case66,I
case66,J
case66,L
case66,M
case67,T
case67,N
case67,O
case67,P
case67,C
case67,E
case67,G
case67,H
case67,c
case67,d
case67,E
case67,G
case67,H
case67,I
case67,J
case67,L
case67,M
case68,T
case68,N
case68,O
case68,P
case68,C
case68,E
case68,G
case68,H
case68,c
case68,d
case68,E
case68,G
case68,H
case68,I
case68,J
case68,L
case68,M
case69,T
case69,N
case69,O
case69,P
case69,C
case69,E
case69,G
case69,H
case69,c
case69,d
case69,E
case69,G
case69,H
case69,I
case69,J
case69,L
case69,M
